,Unnamed: 0,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality
995,995,3BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1450 sqft,"18,000","KukatpallyHousingBoardColony,NH"
996,996,3BHKApartment,1,Semi-Furnished,Bachelors,1100 sqft,"14,000",ToliChowki
997,997,1BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1477 sqft,"11,000",
998,998,3BHKApartment,2,Semi-Furnished,Bachelors,1755 sqft,"29,000","SriHemadurgaSivahills,Puppalaguda"
999,999,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1300 sqft,"13,000","AshokNagar-RamachandraPuram,NH"
1000,1000,2BHKApartment,2,Unfurnished,Bachelors,1477 sqft,"18,000",
1001,1001,1BHKApartment,1,Unfurnished,Bachelors,1477 sqft,"7,500",
1002,1002,3BHKApartment,1,Unfurnished,Bachelors,1500 sqft,"22,000","HimaShiva,NewNallakunta"
1003,1003,3BHKApartment,3,Furnished,Bachelors/Family,2005 sqft,"45,000","Shanthinikethan,Whitefields"
1004,1004,3BHKApartment,2,Semi-Furnished,Bachelors,1800 sqft,"26,000","ChitrapuriColony,Manikonda,OuterRingRoad"
1005,1005,3BHKApartment,4,Semi-Furnished,Bachelors/Family,1600 sqft,"27,000","Barkatpura,Kachiguda,NH"
1006,1006,4BHKBuilderFloor,1,Semi-Furnished,Bachelors,2000 sqft,"23,000","AzizBaghColony,ToliChowki"
1007,1007,3BHKApartment,2,Unfurnished,Bachelors,1650 sqft,"18,500","AmulyaFortune,Miyapur,NH"
1008,1008,2BHKApartment,2,Unfurnished,Bachelors,1000 sqft,"20,000",RaviColony
1009,1009,3BHKApartment,2,Semi-Furnished,Bachelors,1453 sqft,"17,000","AakritiHoneydew,Tellapur,OuterRingRoad"
1010,1010,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1477 sqft,"8,500",Manikonda
1011,1011,1BHKApartment,2,Semi-Furnished,Bachelors/Family,1477 sqft,"10,000",
1012,1012,2BHKApartment,2,Unfurnished,Family,700 sqft,"17,000","Nallagandla,Serilingampally"
1013,1013,2BHKApartment,1,Unfurnished,Bachelors/Family,1000 sqft,"18,000",Mehdipatnam
1014,1014,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1400 sqft,"16,000","PrajapatiElite,Miyapur,NH"
1015,1015,2BHKApartment,2,Semi-Furnished,Bachelors,1125 sqft,"15,000",BandlagudaJagir
1016,1016,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,950 sqft,"10,000","OldMalakpet,NH"
1017,1017,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1100 sqft,"8,000",Aminpur
1018,1018,3BHKApartment,1,Semi-Furnished,Bachelors,1490 sqft,"30,000","AdityaImperialHeights,Hafeezpet,NH"
1019,1019,2BHKApartment,2,Furnished,Bachelors/Family,1200 sqft,"27,000","ShreyaElegance,Manikonda,OuterRingRoad"
1020,1020,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1200 sqft,"10,000","SunCity,Bandlaguda,ChevellaRoad"
1021,1021,1BHKApartment,1,Furnished,Bachelors/Family,1477 sqft,"15,000","RedHills,Lakdikapul,NH"
1022,1022,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2060 sqft,"20,000","Gachibowli,OuterRingRoad"
1023,1023,3BHKApartment,3,Unfurnished,Bachelors/Family,1250 sqft,"13,000","Upparpally,HyderabadExpressway"
1024,1024,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,800 sqft,"11,000","Nallagandla,Serilingampally"
1025,1025,2BHKPenthouse,2,Semi-Furnished,Bachelors/Family,800 sqft,"10,000","RedHills,Lakdikapul,NH"
1026,1026,1BHKApartment,2,Semi-Furnished,Bachelors/Family,1477 sqft,"7,000",Vidyanagar
1027,1027,2BHKApartment,3,Unfurnished,Bachelors,1000 sqft,"8,000","Chaitanyapuri,Kothapet"
1028,1028,2BHKApartment,2,Unfurnished,Bachelors/Family,900 sqft,"10,000","Kukatpally,NH"
1029,1029,1BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1477 sqft,"12,000","BanjaraHills,NH"
1030,1030,3BHKBuilderFloor,4,Semi-Furnished,Bachelors/Family,1600 sqft,"20,000","BanjaraHills,NH"
1031,1031,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1715 sqft,"21,000",Mehdipatnam
1032,1032,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2000 sqft,"15,000","Tellapur,OuterRingRoad"
1033,1033,1BHKApartment,2,Unfurnished,Bachelors/Family,1477 sqft,"7,500",
1034,1034,2BHKPenthouse,2,Semi-Furnished,Bachelors/Family,1000 sqft,"10,000","Kukatpally,NH"
1035,1035,2BHKApartment,2,Unfurnished,Bachelors/Family,1200 sqft,"15,000",SantoshNagar-Mehdipatnam
1036,1036,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1000 sqft,"11,000","Malakpet,NH"
1037,1037,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1100 sqft,"14,500","Madinaguda,Hafeezpet,NH"
1038,1038,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1150 sqft,"7,500",Karmanghat
1039,1039,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1550 sqft,"26,000","BanjaraHills,NH"
1040,1040,1BHKPenthouse,2,Unfurnished,Bachelors/Family,1477 sqft,"5,000",ChattaBazaar
1041,1041,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1477 sqft,"8,000","Neknampur,Manikonda,OuterRingRoad"
1042,1042,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1375 sqft,"20,000","Manikonda,OuterRingRoad"
1043,1043,2BHKApartment,2,Unfurnished,Bachelors/Family,1000 sqft,"12,000",Nizampet
1044,1044,2BHKApartment,2,Unfurnished,Bachelors,950 sqft,"14,000",KalyanNagar-MotiNagar
1045,1045,2BHKBuilderFloor,1,Semi-Furnished,Bachelors/Family,1000 sqft,"7,500","Kukatpally,NH"
1046,1046,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,2100 sqft,"27,000","Gachibowli,OuterRingRoad"
1047,1047,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1000 sqft,"11,000",MotiNagar
1048,1048,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"18,000",Puppalaguda
1049,1049,2BHKApartment,2,Semi-Furnished,Family,1035 sqft,"13,500","PragathiNagar,Kukatpally"
1050,1050,1BHKApartment,1,Furnished,Bachelors/Family,1477 sqft,"14,000",
1051,1051,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1300 sqft,"13,000","Manikonda,OuterRingRoad"
1052,1052,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2800 sqft,"40,000","BanjaraHills,NH"
1053,1053,3BHKApartment,2,Semi-Furnished,Bachelors,940 sqft,"11,000",JanapriyaUtopia
1054,1054,3BHKApartment,2,Furnished,Family,1690 sqft,"15,000","Chandanagar,NH"
1055,1055,2BHKApartment,1,Semi-Furnished,Bachelors/Family,900 sqft,"16,000","Ameerpet,NH"
1056,1056,3BHKApartment,3,Semi-Furnished,Bachelors,1500 sqft,"15,000",SuchitraCircle
1057,1057,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1300 sqft,"16,000","BanjaraHills,NH"
1058,1058,2BHKApartment,1,Furnished,Bachelors/Family,750 sqft,"15,000",MasabTank
1059,1059,3BHKApartment,3,Furnished,Bachelors/Family,1570 sqft,"35,000","VenkataSaiResidency,Kondapur"
1060,1060,2BHKBuilderFloor,1,Unfurnished,Bachelors/Family,1000 sqft,"8,500","DilsukhNagar,NH"
1061,1061,3BHKApartment,2,Semi-Furnished,Family,1700 sqft,"27,000",Madhapur
1062,1062,1BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1477 sqft,"10,000",MotiNagarRWA
1063,1063,3BHKApartment,1,Unfurnished,Bachelors,1400 sqft,"18,000","BanjaraHills,NH"
1064,1064,2BHKApartment,2,Unfurnished,Bachelors/Family,1000 sqft,"15,000",HumayunNagar
1065,1065,1BHKApartment,3,Unfurnished,Bachelors/Family,1477 sqft,"11,000",
1066,1066,3BHKBuilderFloor,1,Semi-Furnished,Bachelors,1800 sqft,"20,000",ToliChowki
1067,1067,3BHKBuilderFloor,1,Semi-Furnished,Bachelors,2000 sqft,"20,000",Puppalaguda
1068,1068,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"20,000","Manikonda,OuterRingRoad"
1069,1069,3BHKApartment,1,Semi-Furnished,Bachelors,1200 sqft,"9,250",Bowenpally
1070,1070,2BHKApartment,2,Unfurnished,Bachelors/Family,1200 sqft,"14,000","JayaNagar,Kukatpally,NH"
1071,1071,2BHKBuilderFloor,1,Unfurnished,Bachelors,1100 sqft,"10,000",SivajiNagar-Chandanagar
1072,1072,3BHKApartment,3,Semi-Furnished,Bachelors,1265 sqft,"16,000","ArmsburgMySpace,Kompally"
1073,1073,2BHKApartment,1,Semi-Furnished,Bachelors,1350 sqft,"12,000","SunCity,Bandlaguda,ChevellaRoad"
1074,1074,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"14,000","Kukatpally,NH"
1075,1075,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2000 sqft,"18,000","Manikonda,OuterRingRoad"
1076,1076,3BHKApartment,1,Unfurnished,Bachelors/Family,1650 sqft,"16,000","Manikonda,OuterRingRoad"
1077,1077,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1430 sqft,"7,500","Hydershakote,Bandlaguda,ChevellaRoad"
1078,1078,2BHKApartment,2,Unfurnished,Bachelors,1280 sqft,"13,500",BandariLayout
1079,1079,1BHKBuilderFloor,1,Unfurnished,Bachelors/Family,1477 sqft,"8,000",
1080,1080,3BHKApartment,1,Furnished,Bachelors/Family,1200 sqft,"16,000",Amberpet
1081,1081,2BHKBuilderFloor,1,Unfurnished,Bachelors,850 sqft,"13,000","KukatpallyHousingBoardColony,NH"
1082,1082,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1400 sqft,"22,000",Kondapur
1083,1083,1BHKBuilderFloor,2,Unfurnished,Bachelors,1477 sqft,"10,000",Narsingi
1084,1084,2BHKBuilderFloor,1,Semi-Furnished,Bachelors/Family,1150 sqft,"14,500",HumayunNagar
1085,1085,2BHKApartment,1,Semi-Furnished,Bachelors/Family,900 sqft,"20,000",MotiNagar
1086,1086,3BHKApartment,1,Semi-Furnished,Bachelors,1400 sqft,"22,000","AmruthaAvenue,Manikonda,OuterRingRoad"
1087,1087,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,980 sqft,"15,500",Narayanguda
1088,1088,2BHKApartment,1,Semi-Furnished,Bachelors/Family,850 sqft,"12,000",MotiNagar
1089,1089,2BHKApartment,1,Semi-Furnished,Bachelors/Family,915 sqft,"9,000",Neredmet
1090,1090,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2600 sqft,"30,000",Kondapur
1091,1091,2BHKApartment,1,Unfurnished,Bachelors,1200 sqft,"23,000","Domalguda,HimayathNagar,NH"
1092,1092,2BHKPenthouse,2,Semi-Furnished,Bachelors/Family,1200 sqft,"8,000","Bachupally,OuterRingRoad"
1093,1093,2BHKApartment,4,Unfurnished,Bachelors/Family,1150 sqft,"14,000","Kachiguda,NH"
1094,1094,2BHKBuilderFloor,1,Unfurnished,Family,1000 sqft,"11,000","LBNagar,NH"
1095,1095,3BHKApartment,1,Unfurnished,Bachelors/Family,1855 sqft,"35,000",HitechCity
1096,1096,1BHKApartment,2,Unfurnished,Bachelors,1477 sqft,"5,000",Hyderaguda-Attapur
1097,1097,2BHKApartment,1,Unfurnished,Bachelors,1477 sqft,"10,000",Hasmathpet
1098,1098,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1477 sqft,"12,000","Miyapur,NH"
1099,1099,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1314 sqft,"28,000","Gachibowli,OuterRingRoad"
1100,1100,1BHKApartment,2,Unfurnished,Bachelors,1477 sqft,"10,000","Hafeezpet,NH"
1101,1101,2BHKApartment,2,Furnished,Bachelors/Family,980 sqft,"15,000","Madinaguda,Hafeezpet,NH"
1102,1102,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1700 sqft,"20,000",Shaikpet
1103,1103,2BHKApartment,1,Furnished,Bachelors/Family,1275 sqft,"18,000","KukatpallyHousingBoardColony,NH"
1104,1104,1BHKApartment,1,Semi-Furnished,Bachelors/Family,1477 sqft,"12,500",INCORBonsaiHomes
1105,1105,1BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1477 sqft,"6,000",Begumpet
1106,1106,2BHKApartment,2,Unfurnished,Bachelors/Family,1050 sqft,"9,000","SriSaiVarshithResidency,Beeramguda,RamachandraPuram,NH"
1107,1107,2BHKApartment,4,Semi-Furnished,Bachelors/Family,1750 sqft,"22,000",Qcity
1108,1108,2BHKApartment,1,Unfurnished,Family,970 sqft,"15,000",KPHBRoad
1109,1109,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1250 sqft,"20,000",Kondapur
1110,1110,2BHKApartment,1,Semi-Furnished,Bachelors,1477 sqft,"12,000",GulistanApartments
1111,1111,3BHKApartment,1,Semi-Furnished,Bachelors,1300 sqft,"13,000","SalarJungColony,ToliChowki"
1112,1112,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1260 sqft,"16,000",Tarnaka
1113,1113,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1080 sqft,"13,000",BandamKommu
1114,1114,2BHKApartment,1,Furnished,Bachelors/Family,1150 sqft,"15,000","ParkStone,Attapur"
1115,1115,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1314 sqft,"25,000","Narsingi,OuterRingRoad"
1116,1116,2BHKApartment,1,Unfurnished,Family,1000 sqft,"16,500","Somajiguda,NH"
1117,1117,2BHKApartment,2,Furnished,Bachelors/Family,925 sqft,"5,000","SaiDarshan,HMTnagar,Secunderabad"
1118,1118,3BHKApartment,1,Semi-Furnished,Bachelors,1690 sqft,"40,000","MyHomeVihanga,Gachibowli,OuterRingRoad"
1119,1119,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1035 sqft,"20,000","JainsAmrutha,VengalRaoNagar,NH"
1120,1120,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"10,000","SBCPristinePlace,Gajularamaram"
1121,1121,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"10,000",UppalMetro
1122,1122,1BHKApartment,1,Semi-Furnished,Bachelors/Family,1477 sqft,"11,000","Yousufguda,NH"
1123,1123,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1314 sqft,"30,000","Gachibowli,OuterRingRoad"
1124,1124,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1380 sqft,"35,000","JainsCarltonCreek,Gachibowli,OuterRingRoad"
1125,1125,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1125 sqft,"21,000","RamkyOneMarvel,Kukatpally,NH"
1126,1126,3BHKApartment,2,Furnished,Bachelors,1580 sqft,"45,000","GreenTerraces,Whitefields"
1127,1127,1BHKApartment,1,Unfurnished,Bachelors/Family,1477 sqft,"13,000",ChhotaAnjaiahNagar
1128,1128,1BHKBuilderFloor,1,Unfurnished,Bachelors,1477 sqft,"7,500",BharatNagar
1129,1129,1BHKApartment,1,Unfurnished,Bachelors/Family,1477 sqft,"13,000",ChhotaAnjaiahNagar
1130,1130,3BHKApartment,1,Semi-Furnished,Bachelors,1580 sqft,"30,000","RainbowVistasRockGardens,HitechCity"
1131,1131,1BHKBuilderFloor,1,Unfurnished,Bachelors/Family,1477 sqft,"11,000","KukatpallyHousingBoardColony,NH"
1132,1132,3BHKApartment,2,Furnished,Bachelors/Family,1800 sqft,"35,000","AdiEmerald,Kondapur"
1133,1133,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1756 sqft,"26,000","TulipResidency,Kondapur"
1134,1134,2BHKApartment,1,Furnished,Bachelors/Family,1000 sqft,"11,000",VasaviNagar-Karkhana
1135,1135,3BHKApartment,2,Furnished,Bachelors/Family,1500 sqft,"20,000",Tarnaka
1136,1136,2BHKBuilderFloor,2,Furnished,Family,1050 sqft,"15,000","PragathiNagar,Kukatpally"
1137,1137,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1700 sqft,"24,000","SrinagarColony,OldMalakpet,NH"
1138,1138,2BHKApartment,1,Furnished,Bachelors/Family,880 sqft,"15,000","HappyHomesColony,HyderabadExpressway"
1139,1139,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1325 sqft,"18,000",SuchitraCircle
1140,1140,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2500 sqft,"25,000","SrinagarColony,OldMalakpet,NH"
1141,1141,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1250 sqft,"23,000","AshokNagar,HimayathNagar"
1142,1142,3BHKApartment,2,Furnished,Family,1800 sqft,"32,000","AdityaDSRLakeSide,MadhavaReddyColony,Gachibowli"
1143,1143,1BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1477 sqft,"8,000","Beeramguda,RamachandraPuram,NH"
1144,1144,3BHKApartment,2,Furnished,Bachelors/Family,1477 sqft,"8,000",TelecomNagar
1145,1145,1BHKApartment,1,Unfurnished,Bachelors,1477 sqft,"6,000",ALEAP
1146,1146,1BHKApartment,2,Semi-Furnished,Bachelors/Family,1477 sqft,"11,000",Kondapur
1147,1147,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1200 sqft,"14,000",Attapur
1148,1148,1BHKBuilderFloor,1,Unfurnished,Bachelors/Family,1477 sqft,"14,000",Kondapur
1149,1149,1BHKPenthouse,1,Semi-Furnished,Bachelors/Family,1477 sqft,"5,000","Uppal,NH"
1150,1150,2BHKApartment,2,Semi-Furnished,Bachelors,900 sqft,"16,000",NewAllapur
1151,1151,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"15,000","Punjagutta,NH"
1152,1152,2BHKApartment,1,Semi-Furnished,Bachelors/Family,850 sqft,"26,000","MantriCelestia,Gachibowli,OuterRingRoad"
1153,1153,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"14,000","Chandanagar,NH"
1154,1154,2BHKApartment,1,Furnished,Bachelors/Family,1000 sqft,"12,000",JubileeHills
1155,1155,3BHKApartment,2,Semi-Furnished,Bachelors,1450 sqft,"35,000","AdityaSunshine,HitechCity"
1156,1156,3BHKApartment,2,Semi-Furnished,Family,1600 sqft,"21,000","LakshmiRoyalCastle,Nallagandla,Serilingampally"
1157,1157,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1025 sqft,"27,000","MantriCelestia,Gachibowli,OuterRingRoad"
1158,1158,2BHKApartment,1,Furnished,Bachelors/Family,880 sqft,"15,000","HappyHomesColony,HyderabadExpressway"
1159,1159,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1400 sqft,"12,000","SunCity,Bandlaguda,ChevellaRoad"
1160,1160,2BHKApartment,3,Unfurnished,Bachelors/Family,1000 sqft,"10,000","SwathiPoojaHomes,DilsukhNagar,NH"
1161,1161,3BHKApartment,1,Unfurnished,Bachelors,1250 sqft,"22,000","JanapriyaMetropolis,MotiNagar"
1162,1162,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1868 sqft,"30,000","InduFortuneFieldsapartments,HitechCity"
1163,1163,2BHKApartment,1,Semi-Furnished,Bachelors,1200 sqft,"20,000","Lingampally-Serilingampally,NH"
1164,1164,3BHKApartment,3,Semi-Furnished,Family,1480 sqft,"34,000","VertexPanache,Gachibowli,OuterRingRoad"
1165,1165,1BHKApartment,1,Unfurnished,Bachelors/Family,1477 sqft,"10,500","Lingampally-Serilingampally,NH"
1166,1166,2BHKApartment,1,Unfurnished,Family,900 sqft,"15,000",KPHBRoad
1167,1167,1BHKApartment,1,Semi-Furnished,Bachelors/Family,1477 sqft,"10,000","Miyapur,NH"
1168,1168,3BHKApartment,1,Unfurnished,Bachelors,1515 sqft,"14,000","PragathiNagar,Kukatpally"
1169,1169,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"16,000","Habsiguda,NH"
1170,1170,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,"12,000","UmasAadyaandArhaMensions,Kukatpally,NH"
